"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","degs","X.","Topology","Signalp","tmhmm"
"g_49485",-10.1420373121737,-36.3914973084676,0.0830699014898863,0,0.0526935572529801,0.395986857097375,0.565282986718255,0.0579303270768017,"Yellow_vs_Dark","N","Topology=i47-69o",0,1
"g_49487",12.881626456142,-40.8144316669713,0.0502749405823023,0,0,0.702751227212139,0.683357240747261,0.204620218840555,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49491",9.11653072387455,-49.4722218917229,0.163234447227682,0.0958187376705126,0.085777058062449,0.638560635124192,0.742814022994126,0.13848206422393,"Yellow_vs_Dark","N","Topology=i56-75o149-171i178-200o",0,1
"g_49492",22.9016585150868,-51.83336987341,0.132089269177688,0.12572615824853,0.15162048566466,0.737068381709646,0.983155433537706,0.121958830992611,"Yellow_vs_Dark","N","Topology=o56-78i99-121o136-158i171-193o",0,1
"g_49506",55.804483954194,-13.3664890400349,0.99513239423038,0.690120736695563,0.879347433528197,1.99188241001451,2.08983568232819,1.17010346252184,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49507",-18.2617188685375,39.5946923807173,0.514308625656776,0.323313371602819,0.602567818850585,0.979636362774946,1.11220574299026,1.58114864242184,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49509",2.88246971027879,43.6036933263656,0.441422850542406,0.347854365421501,0.342405703524264,0.478158124557078,0.815769087926213,0.91599119163233,"Yellow_vs_Dark","N","Topology=i21-43o",0,1
"g_49510",-15.7264271966695,-28.1462892261374,0,0,0,0.364561500838566,0.549740690852049,0.0515113909072196,"Yellow_vs_Dark","Y","Topology=i5-27o",1,1
"g_49525",22.7883122605872,36.8218755145107,0.297759854734182,0.208840798861014,0.22249952978831,0.347233971940484,0.5785740036061,0.921512202616422,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49544",-6.83242658189391,47.7867620776246,0.472625556341168,0.279967926239008,0.515952089113503,0.72326664302091,0.921226503971209,1.11718658339434,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49548",-28.5627243368249,-30.2776015837225,0,0,0.0156359224711558,0.283026314733045,0.481771020140303,0.0363917249869192,"Yellow_vs_Dark","Y","Topology=i7-29o",1,1
"g_49550",2.42141847045403,-50.6372947820884,0,0,0.114785734252974,0.511635274577486,0.756730106475414,0.260252465346438,"Yellow_vs_Dark","N","Topology=o10-32i109-131o",0,1
"g_49567",-11.8366849324424,34.3973268970583,0.823267922902215,0.515667239883773,0.753472441414762,1.07929096392628,1.04417990733517,1.30325886352857,"Yellow_vs_Dark","N","Topology=i7-29o",0,1
"g_49585",14.5147827136362,40.7502215691682,0.15342641617027,0.0680436719877056,0.0981967435439995,0.586667517980157,0.719794259943896,0.971601308422596,"Yellow_vs_Dark","N","Topology=o169-188i",0,1
"g_49595",-54.9672177653397,-6.64542541614171,0,0,0,0.10977961885186,0.389907828250509,0,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49615",48.4178113223954,-14.2427469092168,0.710344442596621,0.498956138460098,0.567989924525355,1.53473110966839,1.73189456518636,0.640497238244204,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49627",-12.3825235739661,-30.5515395690343,0,0,0,0.495454278011597,0.513007462612507,0,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49634",-0.397922064073819,47.7962091565445,0.387712223693379,0.354457463938139,0.359545223549486,0.679455152732662,0.760412530727293,1.09047359436483,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49635",-1.41730710947221,43.6003876547655,0.514450922087392,0.407744145599303,0.38145912954447,0.633736827231611,0.70594372452614,0.947392790399291,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49643",34.1729173260499,-18.0909474131318,0.266482414077866,0.135554968372328,0.422422064076937,1.39243999294951,1.40765126711702,0.331854901439065,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49646",8.14967011700211,-55.189364633599,0,0,0,0.550226518004111,0.800990007057761,0,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49647",8.72508295575384,2.60994390713463,1.07026703969486,1.03490193993113,0.97427845589175,0.737113094305961,0.685894475944287,0.264716790585606,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49680",53.3125211984838,-12.6626443352536,0.818243383844999,0.409263083476211,0.773790246869108,1.77945654220351,1.90593447102394,0.875169591876841,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49684",-16.0767119501274,-16.3165329315583,0.0443637335484844,0.0162266402067651,0,0.37504070918035,0.421763796773014,0.130479473976381,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49695",19.3403618155419,20.3758088853034,0,0.206706630991253,0.101303619865501,0.313802914726516,0.575705455620268,0.550596063120732,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49704",3.00523689861799,-28.922118839675,0.0279404985729492,0,0,0.539115258841759,0.540851690800815,0.0476727558779293,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49709",53.9386677041388,-12.5054298290427,0.917362856886794,0.389425342812834,0.659508322966853,1.84812523712365,1.9394839635103,0.930517475338222,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49710",12.2053571760801,53.4825636189741,0.25484934444368,0.120281671146797,0.228484026766624,0.82488365756865,0.694712399410354,1.01831815959177,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49713",-13.1214444500588,51.7591758237685,0.514447202512732,0.309943214957311,0.430487536163201,0.778218416069499,0.962824419633212,1.48394075010468,"Yellow_vs_Dark","N","Topology=o20-37i",0,1
"g_49725",15.8203325316021,32.7982135460131,0.0912972103647365,0.145475483531797,0.150362787637698,0.593769061743372,0.483889130126464,0.840816513403937,"Yellow_vs_Dark","N","Topology=o15-37i110-132o158-180i",0,1
"g_49726",39.7198847265748,-21.2203999058073,0.462526769583559,0.400750681159052,0.0716324002861121,1.40967612071536,1.24855174394431,0.545981913684486,"Yellow_vs_Dark","N","Topology=i21-43o",0,1
"g_49736",4.66880208538849,-47.5069286904087,0.0973718566795161,0.0276928298182446,0.0874790095256689,0.617617356066666,0.717503076002267,0.10407105463163,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49741",-13.781650709557,39.1259455595965,0.67797129700185,0.493663786736537,0.589610406601858,0.949379075949611,1.03436322744238,1.54988463508832,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49742",40.7119275477928,-16.5888259130287,0.483231443357098,0.327232612962788,0.192500269083625,1.35532947140163,1.4466579170809,0.724566176256974,"Yellow_vs_Dark","N","Topology=i",0,1
"g_49774",38.3155498110285,-28.4988454459171,0,0.11675613578468,0.19385949290528,1.14846327573341,1.13318548520267,0.502631108534258,"Yellow_vs_Dark","N","Topology=o20-42i71-93o",0,1
"g_49791",0.404590907338867,-36.9263534417922,0.0649193691457376,0.20892348884033,0.0779577089882608,0.629292650078301,0.549812577093636,0.173242227585804,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49795",9.83395675903209,-52.5968726139617,0.132375614030343,0.0444060805982745,0.131049282101484,0.604823822736376,0.883788468997612,0.0472191650579789,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49798",7.9730099272564,-52.0863753919643,0.155130686077645,0.0879942550997141,0.056957801558419,0.545106131437037,0.800846522724363,0.0749962627427447,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49802",8.32291993061698,-54.5890783604117,0.0718982010357389,0,0,0.580998035871883,0.766613959199804,0,"Yellow_vs_Dark","Y","Topology=i5-27o",1,1
"g_49811",11.3841290937195,32.0658889270911,0.124581165088822,0.273588272947289,0.316647694007106,0.481755408533846,0.614755836494213,0.815462585253562,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49815",24.2276925943469,31.3903402739307,0.190946000339765,0.18017377686733,0.183560794699943,0.40879791266894,0.559811141538628,0.823835143508641,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49821",26.4097626493434,24.3404891291767,0.153895620371099,0.059684185711341,0.0948200312433398,0.336392883377898,0.45464763029733,0.780970423197302,"Yellow_vs_Dark","Y","Topology=i5-22o",1,1
"g_49827",-14.3507629227874,28.5696908721219,0.725319543456262,0.591673862114339,0.748318063223383,1.01995750779603,1.23404626409743,1.67651723196833,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49829",12.6818348814627,-49.3812792271479,0.0295773405885224,0.0943330967968457,0.0363106421071164,0.693190695077538,0.760476389896024,0.130419653799716,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49834",-19.5854466109845,34.2845091231283,0.511145502943676,0.445179040414246,0.648346640360727,1.22507493214609,1.41347884428411,1.76770236195082,"Yellow_vs_Dark","N","Topology=o15-37i",0,1
"g_49842",55.6067150760509,-13.3190540178586,1.00771846853345,0.638150674824768,0.816557126074505,2.0249987227741,2.08827842887578,1.08641347340961,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49863",32.096193288669,-24.9961052888716,0.402896965063979,0.191334739889179,0.166545259145729,1.19522190107051,1.29257440773444,0.171024581640558,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49864",18.1731932595566,-39.9021169101365,0.196872543323762,0.139767351346962,0.114955081294144,0.548336218407702,0.761176490564274,0.325605755755851,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49874",-17.5911309207267,40.805830390791,0.53393199872306,0.25938671544904,0.616644997450706,0.985040602501976,1.02331354472253,1.49270843815535,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49878",-23.0816393539218,7.23190159011517,0,0.0199802790927453,0,0.326090784150424,0.230533728255044,0.052165080968943,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49880",-27.7089039096691,-31.6789197692404,0.0269081566057782,0,0.0440448217626667,0.253720994649392,0.541491502606668,0.0269518321267888,"Yellow_vs_Dark","N","Topology=o24-46i",0,1
"g_49895",33.0983046199871,-18.2401366638577,0.13369790768167,0.0440813143109818,0.265806369238714,1.35558379983333,1.4229260827115,0.276205287881188,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49902",10.1331669988175,50.5102255650376,0.291534454703648,0.32409470070539,0.336121773313443,0.69521269838285,0.60229585774384,0.959852478791754,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49904",11.0004038123951,50.8487759822189,0.280432670632783,0.257440487450291,0.39079385015567,0.730460956505275,0.539671026012396,0.918593348141273,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49923",37.6920865832669,-18.845023142239,0.25623773690293,0.134625200885232,0.405791527147885,1.29691867406037,1.33725194852003,0.559633280466164,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49925",-2.71001103117733,-21.7004461306433,0,0,0.0450114270569197,0.455441490621963,0.465142138014556,0.0532939998956107,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49934",37.941499431136,-18.7311441314234,0.339498744033109,0.112665651081309,0.415965578743563,1.27401365342062,1.43075508426504,0.525208511680922,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49936",37.7487379892206,-25.3846904182097,0.146984611784624,0.0965940791733463,0.264260435599142,1.33410676006401,1.27616925773412,0.362164743013485,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49937",-26.9066181219405,-31.2705479791696,0,0,0,0.338651882162332,0.536218827881617,0,"Yellow_vs_Dark","N","Topology=i34-56o71-93i119-138o148-167i",0,1
"g_49941",38.315650117539,-14.0994779221223,0.0605259767963908,0.12429941909202,0.190612357831918,1.66925338709356,1.55137566137874,0.576897512942587,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49943",9.31421217216091,34.1668235638022,0.227569733884436,0.244901511378818,0.293956457785821,0.434085322625004,0.825979441906302,0.706402228295132,"Yellow_vs_Dark","N","Topology=o",0,0
"g_49974",1.8859535409444,48.1223330085266,0.26593940238781,0.326640784275302,0.296293029110502,0.550934272166012,0.80310947267452,1.02723435152404,"Yellow_vs_Dark","N","Topology=o",0,0
